window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
173.0,203.0,0.0,0.4,0.4,0.2,1.0,0.17
174.0,204.0,0.0,0.5,0.5,0.25,1.0,0.13
175.0,205.0,0.0,0.5,0.5,0.25,1.0,0.13
176.0,206.0,0.0,0.0,0.67,0.33,1.0,0.1
177.0,207.0,0.0,0.0,0.67,0.33,1.0,0.1
178.0,208.0,0.0,0.0,0.5,0.5,1.0,0.07
179.0,209.0,0.0,0.0,0.5,0.5,1.0,0.07
180.0,210.0,0.0,0.0,0.5,0.5,1.0,0.07
181.0,211.0,0.0,0.0,0.0,0.0,1.0,0.03
182.0,212.0,0.0,0.0,0.0,0.0,1.0,0.03
183.0,213.0,0.0,0.0,0.0,0.0,1.0,0.03
184.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
