window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
152.0,182.0,0.2,0.2,0.3,0.3,0.7,0.07
153.0,183.0,0.22,0.22,0.22,0.22,0.78,0.08
154.0,184.0,0.2,0.2,0.2,0.2,0.7,0.07
155.0,185.0,0.22,0.22,0.22,0.22,0.78,0.08
156.0,186.0,0.22,0.22,0.22,0.22,0.78,0.08
157.0,187.0,0.22,0.22,0.22,0.22,0.78,0.08
158.0,188.0,0.25,0.25,0.25,0.25,0.88,0.09
159.0,189.0,0.25,0.25,0.25,0.25,0.88,0.09
160.0,190.0,0.29,0.29,0.14,0.14,0.86,0.11
161.0,191.0,0.25,0.25,0.12,0.12,0.75,0.09
162.0,192.0,0.29,0.29,0.14,0.14,0.71,0.11
163.0,193.0,0.29,0.29,0.14,0.14,0.71,0.11
164.0,194.0,0.29,0.29,0.14,0.14,0.71,0.11
165.0,195.0,0.29,0.29,0.14,0.14,0.71,0.11
166.0,196.0,0.29,0.29,0.14,0.14,0.71,0.11
167.0,197.0,0.29,0.29,0.14,0.14,0.71,0.11
168.0,198.0,0.33,0.33,0.0,0.0,0.67,0.14
169.0,199.0,0.33,0.33,0.0,0.0,0.67,0.14
170.0,200.0,0.4,0.4,0.0,0.0,0.6,0.17
171.0,201.0,0.4,0.4,0.0,0.0,0.6,0.17
172.0,202.0,0.4,0.4,0.0,0.0,0.6,0.17
173.0,203.0,0.5,0.5,0.0,0.0,0.5,0.22
174.0,204.0,0.5,0.5,0.0,0.0,0.5,0.22
175.0,205.0,0.5,0.5,0.0,0.0,0.5,0.22
176.0,206.0,0.67,0.0,0.0,0.0,0.33,0.31
177.0,207.0,0.67,0.0,0.0,0.0,0.33,0.31
178.0,208.0,0.67,0.0,0.0,0.0,0.33,0.31
179.0,209.0,0.67,0.0,0.0,0.0,0.33,0.31
180.0,210.0,0.0,0.0,0.0,0.0,0.5,0.48
181.0,211.0,0.0,0.0,0.0,0.0,0.5,0.48
182.0,212.0,0.0,0.0,0.0,0.0,0.5,0.48
183.0,213.0,0.0,0.0,0.0,0.0,0.5,0.48
184.0,214.0,0.0,0.0,0.0,0.0,1.0,1.0
185.0,215.0,0.0,0.0,0.0,0.0,1.0,1.0
186.0,216.0,0.0,0.0,0.0,0.0,1.0,1.0
187.0,217.0,0.0,0.0,0.0,0.0,1.0,1.0
188.0,218.0,0.0,0.0,0.0,0.0,1.0,1.0
189.0,219.0,0.0,0.0,0.0,0.0,1.0,1.0
190.0,220.0,0.0,0.0,0.0,0.0,1.0,1.0
191.0,221.0,0.0,0.0,0.0,0.0,0.0,1.0
192.0,222.0,0.0,0.0,0.0,0.0,0.0,1.0
193.0,223.0,0.0,0.0,0.0,0.0,0.0,1.0
