window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
172.0,202.0,0.375,0.25,0.25,0.125,0.5,0.2667
173.0,203.0,0.4286,0.2857,0.1429,0.1429,0.4286,0.2333
174.0,204.0,0.4286,0.2857,0.1429,0.1429,0.4286,0.2333
175.0,205.0,0.4286,0.2857,0.1429,0.1429,0.4286,0.2333
176.0,206.0,0.5,0.3333,0.1667,0.1667,0.3333,0.2
177.0,207.0,0.5,0.3333,0.1667,0.1667,0.3333,0.2
178.0,208.0,0.5,0.3333,0.1667,0.1667,0.3333,0.2
179.0,209.0,0.4,0.4,0.2,0.2,0.2,0.1667
180.0,210.0,0.4,0.4,0.2,0.2,0.2,0.1667
181.0,211.0,0.0,0.5,0.25,0.25,0.0,0.1333
182.0,212.0,0.0,0.5,0.25,0.25,0.0,0.1333
183.0,213.0,0.0,0.5,0.25,0.25,0.0,0.1333
184.0,214.0,0.0,0.0,0.3333,0.3333,0.0,0.1
185.0,215.0,0.0,0.0,0.3333,0.3333,0.0,0.1
186.0,216.0,0.0,0.0,0.3333,0.3333,0.0,0.1
187.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0667
188.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0667
189.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0667
190.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0667
191.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0667
192.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0333
193.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0333
194.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0333
195.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0333
196.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0333
197.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0333
198.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0
199.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0
