window_start,window_end,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity
139.0,169.0,0.75,0.0,0.25,0.25,0.0,0.1333
140.0,170.0,0.75,0.0,0.25,0.25,0.0,0.1333
141.0,171.0,0.6,0.0,0.2,0.2,0.2,0.1667
142.0,172.0,0.75,0.0,0.0,0.0,0.25,0.1333
143.0,173.0,0.6667,0.0,0.0,0.0,0.3333,0.1
144.0,174.0,0.5,0.0,0.0,0.0,0.5,0.1333
145.0,175.0,0.0,0.0,0.0,0.0,0.6667,0.1
146.0,176.0,0.0,0.0,0.0,0.0,0.6667,0.1
147.0,177.0,0.0,0.0,0.3333,0.3333,1.0,0.1
148.0,178.0,0.0,0.0,0.3333,0.3333,1.0,0.1
149.0,179.0,0.0,0.0,0.3333,0.3333,1.0,0.1
150.0,180.0,0.0,0.0,0.3333,0.3333,1.0,0.1
151.0,181.0,0.5,0.0,0.25,0.25,1.0,0.1333
152.0,182.0,0.5,0.0,0.25,0.25,1.0,0.1333
153.0,183.0,0.4,0.0,0.4,0.4,1.0,0.1667
154.0,184.0,0.4,0.0,0.4,0.4,1.0,0.1667
155.0,185.0,0.4,0.0,0.4,0.4,1.0,0.1667
156.0,186.0,0.4,0.0,0.4,0.4,1.0,0.1667
157.0,187.0,0.4,0.0,0.4,0.4,1.0,0.1667
158.0,188.0,0.4,0.0,0.4,0.4,1.0,0.1667
159.0,189.0,0.4,0.0,0.4,0.4,1.0,0.1667
160.0,190.0,0.4,0.0,0.4,0.4,1.0,0.1667
161.0,191.0,0.4,0.0,0.4,0.4,1.0,0.1667
162.0,192.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
163.0,193.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
164.0,194.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
165.0,195.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
166.0,196.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
167.0,197.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
168.0,198.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
169.0,199.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
170.0,200.0,0.3333,0.0,0.3333,0.3333,0.8333,0.2
171.0,201.0,0.4,0.0,0.4,0.4,0.8,0.1667
172.0,202.0,0.4,0.0,0.4,0.4,0.8,0.1667
173.0,203.0,0.4,0.0,0.4,0.4,0.8,0.1667
174.0,204.0,0.5,0.0,0.25,0.25,0.75,0.1333
175.0,205.0,0.5,0.0,0.25,0.25,0.75,0.1333
176.0,206.0,0.5,0.0,0.25,0.25,0.75,0.1333
177.0,207.0,0.0,0.0,0.3333,0.3333,0.6667,0.1
178.0,208.0,0.0,0.0,0.3333,0.3333,0.6667,0.1
179.0,209.0,0.0,0.0,0.3333,0.3333,0.6667,0.1
180.0,210.0,0.0,0.0,0.3333,0.3333,0.6667,0.1
181.0,211.0,0.0,0.0,0.0,0.0,0.5,0.0667
182.0,212.0,0.0,0.0,0.0,0.0,0.5,0.0667
183.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0333
184.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0333
185.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0333
186.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0333
187.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0333
188.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0333
189.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0333
190.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0333
191.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0333
192.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0
193.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0
194.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0
