rank,filename,window_start,window_end,frequency,unique_count,support,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity,correctness,matched
24,J2RZ,359,390,1124,29,0.299,0.33,0.33,0.17,0.0,0.67,0.57,0.5,"{""match_0001"": {""filename"": ""7GZW"", ""window_start"": 113, ""window_end"": 144, ""distance"": 0.0}, ""match_0002"": {""filename"": ""J99Y"", ""window_start"": 76, ""window_end"": 107, ""distance"": 0.0}, ""match_0003"": {""filename"": ""HMP2"", ""window_start"": 108, ""window_end"": 139, ""distance"": 0.08}, ""match_0004"": {""filename"": ""Z3TJ"", ""window_start"": 114, ""window_end"": 145, ""distance"": 0.08}, ""match_0005"": {""filename"": ""FHXX"", ""window_start"": 145, ""window_end"": 176, ""distance"": 0.085}, ""match_0006"": {""filename"": ""XT2P"", ""window_start"": 156, ""window_end"": 187, ""distance"": 0.085}, ""match_0007"": {""filename"": ""WCYT"", ""window_start"": 413, ""window_end"": 444, ""distance"": 0.085}, ""match_0008"": {""filename"": ""RXMC"", ""window_start"": 63, ""window_end"": 94, ""distance"": 0.085}, ""match_0009"": {""filename"": ""7W7C"", ""window_start"": 81, ""window_end"": 112, ""distance"": 0.085}, ""match_0010"": {""filename"": ""Z64J"", ""window_start"": 20, ""window_end"": 51, ""distance"": 0.085}, ""match_0011"": {""filename"": ""6CGP"", ""window_start"": 149, ""window_end"": 180, ""distance"": 0.0}, ""match_0012"": {""filename"": ""9J7R"", ""window_start"": 39, ""window_end"": 70, ""distance"": 0.0}, ""match_0013"": {""filename"": ""X2MP"", ""window_start"": 1492, ""window_end"": 1523, ""distance"": 0.0}, ""match_0014"": {""filename"": ""YWTX"", ""window_start"": 115, ""window_end"": 146, ""distance"": 0.0}, ""match_0015"": {""filename"": ""RCW6"", ""window_start"": 63, ""window_end"": 94, ""distance"": 0.150333}, ""match_0016"": {""filename"": ""BFF9"", ""window_start"": 122, ""window_end"": 153, ""distance"": 0.177271}, ""match_0017"": {""filename"": ""Z2HJ"", ""window_start"": 153, ""window_end"": 184, ""distance"": 0.177271}, ""match_0018"": {""filename"": ""Z64J"", ""window_start"": 88, ""window_end"": 119, ""distance"": 0.145344}, ""match_0019"": {""filename"": ""4FH6"", ""window_start"": 54, ""window_end"": 85, ""distance"": 0.152398}, ""match_0020"": {""filename"": ""Z3TJ"", ""window_start"": 267, ""window_end"": 298, ""distance"": 0.155242}, ""match_0021"": {""filename"": ""WH6V"", ""window_start"": 144, ""window_end"": 175, ""distance"": 0.155242}, ""match_0022"": {""filename"": ""GB4J"", ""window_start"": 128, ""window_end"": 159, ""distance"": 0.174213}, ""match_0023"": {""filename"": ""FZVW"", ""window_start"": 88, ""window_end"": 119, ""distance"": 0.125797}, ""match_0024"": {""filename"": ""ZW7M"", ""window_start"": 42, ""window_end"": 73, ""distance"": 0.15174}, ""match_0025"": {""filename"": ""6HFK"", ""window_start"": 63, ""window_end"": 94, ""distance"": 0.182893}, ""match_0026"": {""filename"": ""ZVZ3"", ""window_start"": 163, ""window_end"": 194, ""distance"": 0.182893}}"
25,6PW3,218,249,1264,28,0.2887,0.33,0.0,0.5,0.17,0.83,0.57,0.67,"{""match_0001"": {""filename"": ""7V2R"", ""window_start"": 153, ""window_end"": 184, ""distance"": 0.0}, ""match_0002"": {""filename"": ""4FH6"", ""window_start"": 99, ""window_end"": 130, ""distance"": 0.08}, ""match_0003"": {""filename"": ""GB4J"", ""window_start"": 199, ""window_end"": 230, ""distance"": 0.08}, ""match_0004"": {""filename"": ""7V2R"", ""window_start"": 41, ""window_end"": 72, ""distance"": 0.08}, ""match_0005"": {""filename"": ""7V2R"", ""window_start"": 40, ""window_end"": 71, ""distance"": 0.08}, ""match_0006"": {""filename"": ""3J3Y"", ""window_start"": 98, ""window_end"": 129, ""distance"": 0.08}, ""match_0007"": {""filename"": ""HMP2"", ""window_start"": 170, ""window_end"": 201, ""distance"": 0.08}, ""match_0008"": {""filename"": ""Z3TJ"", ""window_start"": 127, ""window_end"": 158, ""distance"": 0.08}, ""match_0009"": {""filename"": ""GB4J"", ""window_start"": 23, ""window_end"": 54, ""distance"": 0.085}, ""match_0010"": {""filename"": ""H634"", ""window_start"": 152, ""window_end"": 183, ""distance"": 0.085}, ""match_0011"": {""filename"": ""Z64J"", ""window_start"": 34, ""window_end"": 65, ""distance"": 0.125}, ""match_0012"": {""filename"": ""3PRC"", ""window_start"": 69, ""window_end"": 100, ""distance"": 0.140446}, ""match_0013"": {""filename"": ""9DF2"", ""window_start"": 49, ""window_end"": 80, ""distance"": 0.145344}, ""match_0014"": {""filename"": ""ZVZ3"", ""window_start"": 81, ""window_end"": 112, ""distance"": 0.149499}, ""match_0015"": {""filename"": ""9DF2"", ""window_start"": 115, ""window_end"": 146, ""distance"": 0.179165}, ""match_0016"": {""filename"": ""X2MP"", ""window_start"": 1503, ""window_end"": 1534, ""distance"": 0.183167}, ""match_0017"": {""filename"": ""3J3Y"", ""window_start"": 86, ""window_end"": 117, ""distance"": 0.186346}, ""match_0018"": {""filename"": ""WH6V"", ""window_start"": 52, ""window_end"": 83, ""distance"": 0.186949}, ""match_0019"": {""filename"": ""DKBJ"", ""window_start"": 111, ""window_end"": 142, ""distance"": 0.186949}, ""match_0020"": {""filename"": ""X3KR"", ""window_start"": 183, ""window_end"": 214, ""distance"": 0.186949}}"
26,T4YH,92,123,402,28,0.2887,0.83,0.0,0.17,0.17,0.17,0.57,0.17,"{""match_0001"": {""filename"": ""3FTG"", ""window_start"": 288, ""window_end"": 319, ""distance"": 0.08}, ""match_0002"": {""filename"": ""7GZW"", ""window_start"": 171, ""window_end"": 202, ""distance"": 0.08}, ""match_0003"": {""filename"": ""FZVW"", ""window_start"": 120, ""window_end"": 151, ""distance"": 0.08}, ""match_0004"": {""filename"": ""KTYJ"", ""window_start"": 29, ""window_end"": 60, ""distance"": 0.08}, ""match_0005"": {""filename"": ""X2MP"", ""window_start"": 228, ""window_end"": 259, ""distance"": 0.08}, ""match_0006"": {""filename"": ""9CKC"", ""window_start"": 179, ""window_end"": 210, ""distance"": 0.085}, ""match_0007"": {""filename"": ""DFVJ"", ""window_start"": 119, ""window_end"": 150, ""distance"": 0.085}, ""match_0008"": {""filename"": ""6PW3"", ""window_start"": 229, ""window_end"": 260, ""distance"": 0.085}, ""match_0009"": {""filename"": ""YWTX"", ""window_start"": 87, ""window_end"": 118, ""distance"": 0.085}, ""match_0010"": {""filename"": ""9CKC"", ""window_start"": 178, ""window_end"": 209, ""distance"": 0.0}, ""match_0011"": {""filename"": ""3FTG"", ""window_start"": 286, ""window_end"": 317, ""distance"": 0.0}, ""match_0012"": {""filename"": ""7GZW"", ""window_start"": 172, ""window_end"": 203, ""distance"": 0.0}, ""match_0013"": {""filename"": ""X2MP"", ""window_start"": 228, ""window_end"": 259, ""distance"": 0.097082}, ""match_0014"": {""filename"": ""KTYJ"", ""window_start"": 29, ""window_end"": 60, ""distance"": 0.097082}, ""match_0015"": {""filename"": ""FZVW"", ""window_start"": 120, ""window_end"": 151, ""distance"": 0.097082}, ""match_0016"": {""filename"": ""6PW3"", ""window_start"": 228, ""window_end"": 259, ""distance"": 0.131529}, ""match_0017"": {""filename"": ""ZW7M"", ""window_start"": 12, ""window_end"": 43, ""distance"": 0.157242}}"
27,TGHV,230,261,474,27,0.2784,0.33,0.0,0.33,0.17,0.83,0.57,0.33,"{""match_0001"": {""filename"": ""3J3Y"", ""window_start"": 85, ""window_end"": 116, ""distance"": 0.0}, ""match_0002"": {""filename"": ""7V2R"", ""window_start"": 42, ""window_end"": 73, ""distance"": 0.08}, ""match_0003"": {""filename"": ""3PRC"", ""window_start"": 72, ""window_end"": 103, ""distance"": 0.08}, ""match_0004"": {""filename"": ""H634"", ""window_start"": 229, ""window_end"": 260, ""distance"": 0.08}, ""match_0005"": {""filename"": ""KTYJ"", ""window_start"": 89, ""window_end"": 120, ""distance"": 0.08}, ""match_0006"": {""filename"": ""9DF2"", ""window_start"": 90, ""window_end"": 121, ""distance"": 0.085}, ""match_0007"": {""filename"": ""X2MP"", ""window_start"": 269, ""window_end"": 300, ""distance"": 0.085}, ""match_0008"": {""filename"": ""WH6V"", ""window_start"": 54, ""window_end"": 85, ""distance"": 0.085}, ""match_0009"": {""filename"": ""ZVZ3"", ""window_start"": 85, ""window_end"": 116, ""distance"": 0.085}, ""match_0010"": {""filename"": ""B3XJ"", ""window_start"": 86, ""window_end"": 117, ""distance"": 0.113137}, ""match_0011"": {""filename"": ""B3XJ"", ""window_start"": 101, ""window_end"": 132, ""distance"": 0.0}, ""match_0012"": {""filename"": ""F4CW"", ""window_start"": 106, ""window_end"": 137, ""distance"": 0.0}, ""match_0013"": {""filename"": ""DF7J"", ""window_start"": 429, ""window_end"": 460, ""distance"": 0.0}, ""match_0014"": {""filename"": ""MBKT"", ""window_start"": 218, ""window_end"": 249, ""distance"": 0.0}, ""match_0015"": {""filename"": ""ZVZ3"", ""window_start"": 86, ""window_end"": 117, ""distance"": 0.0}, ""match_0016"": {""filename"": ""9DF2"", ""window_start"": 90, ""window_end"": 121, ""distance"": 0.08}, ""match_0017"": {""filename"": ""X2MP"", ""window_start"": 269, ""window_end"": 300, ""distance"": 0.08}, ""match_0018"": {""filename"": ""WH6V"", ""window_start"": 54, ""window_end"": 85, ""distance"": 0.08}, ""match_0019"": {""filename"": ""H634"", ""window_start"": 229, ""window_end"": 260, ""distance"": 0.085}, ""match_0020"": {""filename"": ""B3XJ"", ""window_start"": 101, ""window_end"": 132, ""distance"": 0.0}, ""match_0021"": {""filename"": ""TGHV"", ""window_start"": 227, ""window_end"": 258, ""distance"": 0.0}, ""match_0022"": {""filename"": ""MBKT"", ""window_start"": 218, ""window_end"": 249, ""distance"": 0.0}, ""match_0023"": {""filename"": ""F4CW"", ""window_start"": 106, ""window_end"": 137, ""distance"": 0.0}, ""match_0024"": {""filename"": ""ZVZ3"", ""window_start"": 86, ""window_end"": 117, ""distance"": 0.0}, ""match_0025"": {""filename"": ""X2MP"", ""window_start"": 270, ""window_end"": 301, ""distance"": 0.08}, ""match_0026"": {""filename"": ""WH6V"", ""window_start"": 54, ""window_end"": 85, ""distance"": 0.08}, ""match_0027"": {""filename"": ""9DF2"", ""window_start"": 90, ""window_end"": 121, ""distance"": 0.08}, ""match_0028"": {""filename"": ""3PRC"", ""window_start"": 72, ""window_end"": 103, ""distance"": 0.085}, ""match_0029"": {""filename"": ""H634"", ""window_start"": 229, ""window_end"": 260, ""distance"": 0.085}}"
28,24PR,304,335,434,25,0.2577,0.75,0.5,0.0,0.0,0.5,0.67,0.5,"{""match_0001"": {""filename"": ""46FX"", ""window_start"": 57, ""window_end"": 88, ""distance"": 0.0}, ""match_0002"": {""filename"": ""DF7J"", ""window_start"": 300, ""window_end"": 331, ""distance"": 0.0}, ""match_0003"": {""filename"": ""9J7R"", ""window_start"": 176, ""window_end"": 207, ""distance"": 0.0}, ""match_0004"": {""filename"": ""KYVM"", ""window_start"": 212, ""window_end"": 243, ""distance"": 0.0}, ""match_0005"": {""filename"": ""KTYJ"", ""window_start"": 21, ""window_end"": 52, ""distance"": 0.0}, ""match_0006"": {""filename"": ""W4G3"", ""window_start"": 152, ""window_end"": 183, ""distance"": 0.0}, ""match_0007"": {""filename"": ""Z3TJ"", ""window_start"": 152, ""window_end"": 183, ""distance"": 0.0}, ""match_0008"": {""filename"": ""XHP3"", ""window_start"": 144, ""window_end"": 175, ""distance"": 0.0}, ""match_0009"": {""filename"": ""24PR"", ""window_start"": 304, ""window_end"": 335, ""distance"": 0.0}, ""match_0010"": {""filename"": ""46FX"", ""window_start"": 57, ""window_end"": 88, ""distance"": 0.0}, ""match_0011"": {""filename"": ""4PFM"", ""window_start"": 197, ""window_end"": 228, ""distance"": 0.0}, ""match_0012"": {""filename"": ""FZVW"", ""window_start"": 158, ""window_end"": 189, ""distance"": 0.0}, ""match_0013"": {""filename"": ""9CKC"", ""window_start"": 164, ""window_end"": 195, ""distance"": 0.0}, ""match_0014"": {""filename"": ""6HFK"", ""window_start"": 163, ""window_end"": 194, ""distance"": 0.1}, ""match_0015"": {""filename"": ""6HFK"", ""window_start"": 71, ""window_end"": 102, ""distance"": 0.1}, ""match_0016"": {""filename"": ""6HFK"", ""window_start"": 70, ""window_end"": 101, ""distance"": 0.1}, ""match_0017"": {""filename"": ""ZW7M"", ""window_start"": 35, ""window_end"": 66, ""distance"": 0.1}, ""match_0018"": {""filename"": ""Z2HJ"", ""window_start"": 87, ""window_end"": 118, ""distance"": 0.181452}, ""match_0019"": {""filename"": ""4ZY2"", ""window_start"": 55, ""window_end"": 86, ""distance"": 0.165}, ""match_0020"": {""filename"": ""FCG6"", ""window_start"": 224, ""window_end"": 255, ""distance"": 0.192873}, ""match_0021"": {""filename"": ""GPHW"", ""window_start"": 61, ""window_end"": 92, ""distance"": 0.192873}, ""match_0022"": {""filename"": ""WXHK"", ""window_start"": 89, ""window_end"": 120, ""distance"": 0.192873}, ""match_0023"": {""filename"": ""XCDP"", ""window_start"": 64, ""window_end"": 95, ""distance"": 0.192873}, ""match_0024"": {""filename"": ""ZW7M"", ""window_start"": 172, ""window_end"": 203, ""distance"": 0.192873}}"
29,RBKV,211,242,891,23,0.2371,0.0,0.33,0.5,0.33,0.83,0.57,0.67,"{""match_0001"": {""filename"": ""4ZY2"", ""window_start"": 16, ""window_end"": 47, ""distance"": 0.0}, ""match_0002"": {""filename"": ""J99Y"", ""window_start"": 212, ""window_end"": 243, ""distance"": 0.0}, ""match_0003"": {""filename"": ""MGT4"", ""window_start"": 493, ""window_end"": 524, ""distance"": 0.0}, ""match_0004"": {""filename"": ""3PRC"", ""window_start"": 45, ""window_end"": 76, ""distance"": 0.08}, ""match_0005"": {""filename"": ""4FH6"", ""window_start"": 92, ""window_end"": 123, ""distance"": 0.08}, ""match_0006"": {""filename"": ""BFF9"", ""window_start"": 81, ""window_end"": 112, ""distance"": 0.08}, ""match_0007"": {""filename"": ""GB4J"", ""window_start"": 203, ""window_end"": 234, ""distance"": 0.08}, ""match_0008"": {""filename"": ""9J7R"", ""window_start"": 146, ""window_end"": 177, ""distance"": 0.085}, ""match_0009"": {""filename"": ""B3XJ"", ""window_start"": 157, ""window_end"": 188, ""distance"": 0.085}, ""match_0010"": {""filename"": ""4ZY2"", ""window_start"": 16, ""window_end"": 47, ""distance"": 0.0}, ""match_0011"": {""filename"": ""FHXX"", ""window_start"": 69, ""window_end"": 100, ""distance"": 0.07}, ""match_0012"": {""filename"": ""D9MH"", ""window_start"": 47, ""window_end"": 78, ""distance"": 0.140446}, ""match_0013"": {""filename"": ""BFF9"", ""window_start"": 134, ""window_end"": 165, ""distance"": 0.168523}, ""match_0014"": {""filename"": ""GRHM"", ""window_start"": 83, ""window_end"": 114, ""distance"": 0.168523}, ""match_0015"": {""filename"": ""MGT4"", ""window_start"": 426, ""window_end"": 457, ""distance"": 0.168523}}"
30,9J7R,172,203,107,18,0.1856,0.5,0.33,0.17,0.0,0.67,0.57,0.5,"{""match_0001"": {""filename"": ""P3XV"", ""window_start"": 313, ""window_end"": 344, ""distance"": 0.0}, ""match_0002"": {""filename"": ""J2RZ"", ""window_start"": 362, ""window_end"": 393, ""distance"": 0.085}, ""match_0003"": {""filename"": ""J99Y"", ""window_start"": 111, ""window_end"": 142, ""distance"": 0.085}, ""match_0004"": {""filename"": ""4PJR"", ""window_start"": 147, ""window_end"": 178, ""distance"": 0.120208}, ""match_0005"": {""filename"": ""ZVZ3"", ""window_start"": 96, ""window_end"": 127, ""distance"": 0.120208}, ""match_0006"": {""filename"": ""GRHM"", ""window_start"": 57, ""window_end"": 88, ""distance"": 0.165}, ""match_0007"": {""filename"": ""DKBJ"", ""window_start"": 168, ""window_end"": 199, ""distance"": 0.165}, ""match_0008"": {""filename"": ""TGHV"", ""window_start"": 313, ""window_end"": 344, ""distance"": 0.17}, ""match_0009"": {""filename"": ""3J3Y"", ""window_start"": 77, ""window_end"": 108, ""distance"": 0.17}, ""match_0010"": {""filename"": ""VCD9"", ""window_start"": 214, ""window_end"": 245, ""distance"": 0.17}, ""match_0011"": {""filename"": ""ZVZ3"", ""window_start"": 99, ""window_end"": 130, ""distance"": 0.088459}, ""match_0012"": {""filename"": ""YWTX"", ""window_start"": 221, ""window_end"": 252, ""distance"": 0.138654}, ""match_0013"": {""filename"": ""Z64J"", ""window_start"": 16, ""window_end"": 47, ""distance"": 0.138924}, ""match_0014"": {""filename"": ""Z64J"", ""window_start"": 93, ""window_end"": 124, ""distance"": 0.148071}, ""match_0015"": {""filename"": ""Z64J"", ""window_start"": 94, ""window_end"": 125, ""distance"": 0.148071}, ""match_0016"": {""filename"": ""Z64J"", ""window_start"": 59, ""window_end"": 90, ""distance"": 0.178606}, ""match_0017"": {""filename"": ""R7Y2"", ""window_start"": 102, ""window_end"": 133, ""distance"": 0.185809}}"
31,4PFM,170,201,297,16,0.1649,0.33,0.33,0.0,0.0,0.5,0.57,0.0,"{""match_0001"": {""filename"": ""6HFK"", ""window_start"": 65, ""window_end"": 96, ""distance"": 0.0}, ""match_0002"": {""filename"": ""RXMC"", ""window_start"": 60, ""window_end"": 91, ""distance"": 0.0}, ""match_0003"": {""filename"": ""GF46"", ""window_start"": 150, ""window_end"": 181, ""distance"": 0.0}, ""match_0004"": {""filename"": ""VCD9"", ""window_start"": 230, ""window_end"": 261, ""distance"": 0.0}, ""match_0005"": {""filename"": ""VGBM"", ""window_start"": 186, ""window_end"": 217, ""distance"": 0.0}, ""match_0006"": {""filename"": ""ZVZ3"", ""window_start"": 162, ""window_end"": 193, ""distance"": 0.0}, ""match_0007"": {""filename"": ""VGBM"", ""window_start"": 432, ""window_end"": 463, ""distance"": 0.085}, ""match_0008"": {""filename"": ""VGBM"", ""window_start"": 431, ""window_end"": 462, ""distance"": 0.085}, ""match_0009"": {""filename"": ""VGBM"", ""window_start"": 430, ""window_end"": 461, ""distance"": 0.085}, ""match_0010"": {""filename"": ""VGBM"", ""window_start"": 429, ""window_end"": 460, ""distance"": 0.085}, ""match_0011"": {""filename"": ""9CKC"", ""window_start"": 114, ""window_end"": 145, ""distance"": 0.085}, ""match_0012"": {""filename"": ""CTVZ"", ""window_start"": 181, ""window_end"": 212, ""distance"": 0.085}, ""match_0013"": {""filename"": ""WTV3"", ""window_start"": 114, ""window_end"": 145, ""distance"": 0.157797}, ""match_0014"": {""filename"": ""3D4B"", ""window_start"": 129, ""window_end"": 160, ""distance"": 0.165}, ""match_0015"": {""filename"": ""9DF2"", ""window_start"": 83, ""window_end"": 114, ""distance"": 0.165}, ""match_0016"": {""filename"": ""GF46"", ""window_start"": 153, ""window_end"": 184, ""distance"": 0.165}, ""match_0017"": {""filename"": ""VCD9"", ""window_start"": 233, ""window_end"": 264, ""distance"": 0.165}, ""match_0018"": {""filename"": ""Z2HJ"", ""window_start"": 159, ""window_end"": 190, ""distance"": 0.165}, ""match_0019"": {""filename"": ""4FH6"", ""window_start"": 40, ""window_end"": 71, ""distance"": 0.192938}, ""match_0020"": {""filename"": ""9CKC"", ""window_start"": 144, ""window_end"": 175, ""distance"": 0.07}, ""match_0021"": {""filename"": ""XCDP"", ""window_start"": 43, ""window_end"": 74, ""distance"": 0.166132}, ""match_0022"": {""filename"": ""9J7R"", ""window_start"": 37, ""window_end"": 68, ""distance"": 0.166132}, ""match_0023"": {""filename"": ""4PJR"", ""window_start"": 170, ""window_end"": 201, ""distance"": 0.186615}}"
32,FHXX,132,163,210,16,0.1649,0.29,0.29,0.57,0.29,1.0,0.53,0.57,"{""match_0001"": {""filename"": ""BFF9"", ""window_start"": 70, ""window_end"": 101, ""distance"": 0.0}, ""match_0002"": {""filename"": ""J2RZ"", ""window_start"": 204, ""window_end"": 235, ""distance"": 0.145}, ""match_0003"": {""filename"": ""9DF2"", ""window_start"": 102, ""window_end"": 133, ""distance"": 0.183576}, ""match_0004"": {""filename"": ""WH6V"", ""window_start"": 45, ""window_end"": 76, ""distance"": 0.183576}, ""match_0005"": {""filename"": ""ZW7M"", ""window_start"": 53, ""window_end"": 84, ""distance"": 0.185068}, ""match_0006"": {""filename"": ""3FTG"", ""window_start"": 334, ""window_end"": 365, ""distance"": 0.185472}, ""match_0007"": {""filename"": ""M964"", ""window_start"": 130, ""window_end"": 161, ""distance"": 0.185472}, ""match_0008"": {""filename"": ""W6D3"", ""window_start"": 149, ""window_end"": 180, ""distance"": 0.185472}, ""match_0009"": {""filename"": ""ZVZ3"", ""window_start"": 170, ""window_end"": 201, ""distance"": 0.0}, ""match_0010"": {""filename"": ""BFF9"", ""window_start"": 71, ""window_end"": 102, ""distance"": 0.06}, ""match_0011"": {""filename"": ""FHXX"", ""window_start"": 70, ""window_end"": 101, ""distance"": 0.065}, ""match_0012"": {""filename"": ""WH6V"", ""window_start"": 127, ""window_end"": 158, ""distance"": 0.088459}, ""match_0013"": {""filename"": ""V3RP"", ""window_start"": 0, ""window_end"": 31, ""distance"": 0.154272}, ""match_0014"": {""filename"": ""ZW7M"", ""window_start"": 73, ""window_end"": 104, ""distance"": 0.185876}, ""match_0015"": {""filename"": ""BFF9"", ""window_start"": 139, ""window_end"": 170, ""distance"": 0.189605}, ""match_0016"": {""filename"": ""4FH6"", ""window_start"": 103, ""window_end"": 134, ""distance"": 0.189605}, ""match_0017"": {""filename"": ""RCW6"", ""window_start"": 99, ""window_end"": 130, ""distance"": 0.155}, ""match_0018"": {""filename"": ""WH6V"", ""window_start"": 127, ""window_end"": 158, ""distance"": 0.158114}, ""match_0019"": {""filename"": ""FHXX"", ""window_start"": 70, ""window_end"": 101, ""distance"": 0.179304}, ""match_0020"": {""filename"": ""FHXX"", ""window_start"": 70, ""window_end"": 101, ""distance"": 0.091924}, ""match_0021"": {""filename"": ""RCW6"", ""window_start"": 102, ""window_end"": 133, ""distance"": 0.145344}, ""match_0022"": {""filename"": ""ZW7M"", ""window_start"": 93, ""window_end"": 124, ""distance"": 0.190853}, ""match_0023"": {""filename"": ""WH6V"", ""window_start"": 133, ""window_end"": 164, ""distance"": 0.0}, ""match_0024"": {""filename"": ""BFF9"", ""window_start"": 139, ""window_end"": 170, ""distance"": 0.157242}}"
33,W4G3,155,186,304,16,0.1649,0.5,0.75,0.0,0.0,0.25,0.67,0.25,"{""match_0001"": {""filename"": ""GF46"", ""window_start"": 188, ""window_end"": 219, ""distance"": 0.0}, ""match_0002"": {""filename"": ""9DF2"", ""window_start"": 75, ""window_end"": 106, ""distance"": 0.0}, ""match_0003"": {""filename"": ""MGT4"", ""window_start"": 474, ""window_end"": 505, ""distance"": 0.0}, ""match_0004"": {""filename"": ""VCD9"", ""window_start"": 132, ""window_end"": 163, ""distance"": 0.0}, ""match_0005"": {""filename"": ""W6D3"", ""window_start"": 50, ""window_end"": 81, ""distance"": 0.0}, ""match_0006"": {""filename"": ""X2MP"", ""window_start"": 100, ""window_end"": 131, ""distance"": 0.0}, ""match_0007"": {""filename"": ""WH6V"", ""window_start"": 176, ""window_end"": 207, ""distance"": 0.0}, ""match_0008"": {""filename"": ""YWTX"", ""window_start"": 51, ""window_end"": 82, ""distance"": 0.0}, ""match_0009"": {""filename"": ""GF46"", ""window_start"": 188, ""window_end"": 219, ""distance"": 0.0}, ""match_0010"": {""filename"": ""9DF2"", ""window_start"": 75, ""window_end"": 106, ""distance"": 0.0}, ""match_0011"": {""filename"": ""XT2P"", ""window_start"": 144, ""window_end"": 175, ""distance"": 0.0}, ""match_0012"": {""filename"": ""VGBM"", ""window_start"": 176, ""window_end"": 207, ""distance"": 0.1}, ""match_0013"": {""filename"": ""ZCD7"", ""window_start"": 55, ""window_end"": 86, ""distance"": 0.1}, ""match_0014"": {""filename"": ""B3XJ"", ""window_start"": 143, ""window_end"": 174, ""distance"": 0.2}, ""match_0015"": {""filename"": ""9DF2"", ""window_start"": 74, ""window_end"": 105, ""distance"": 0.2}, ""match_0016"": {""filename"": ""4FH6"", ""window_start"": 33, ""window_end"": 64, ""distance"": 0.2}, ""match_0017"": {""filename"": ""Z3TJ"", ""window_start"": 281, ""window_end"": 312, ""distance"": 0.0}, ""match_0018"": {""filename"": ""4FH6"", ""window_start"": 33, ""window_end"": 64, ""distance"": 0.1}, ""match_0019"": {""filename"": ""9DF2"", ""window_start"": 74, ""window_end"": 105, ""distance"": 0.1}, ""match_0020"": {""filename"": ""B3XJ"", ""window_start"": 143, ""window_end"": 174, ""distance"": 0.1}}"
34,4PJR,134,165,55,15,0.1546,0.0,0.83,0.0,0.0,0.0,0.57,0.5,"{""match_0001"": {""filename"": ""R7Y2"", ""window_start"": 112, ""window_end"": 143, ""distance"": 0.0}, ""match_0002"": {""filename"": ""T4YH"", ""window_start"": 53, ""window_end"": 84, ""distance"": 0.0}, ""match_0003"": {""filename"": ""ZVZ3"", ""window_start"": 124, ""window_end"": 155, ""distance"": 0.072111}, ""match_0004"": {""filename"": ""3FTG"", ""window_start"": 142, ""window_end"": 173, ""distance"": 0.078102}, ""match_0005"": {""filename"": ""3FTG"", ""window_start"": 225, ""window_end"": 256, ""distance"": 0.078102}, ""match_0006"": {""filename"": ""ZW7M"", ""window_start"": 303, ""window_end"": 334, ""distance"": 0.078102}, ""match_0007"": {""filename"": ""WXHK"", ""window_start"": 68, ""window_end"": 99, ""distance"": 0.078102}, ""match_0008"": {""filename"": ""7W7C"", ""window_start"": 186, ""window_end"": 217, ""distance"": 0.078102}, ""match_0009"": {""filename"": ""3FTG"", ""window_start"": 224, ""window_end"": 255, ""distance"": 0.078102}, ""match_0010"": {""filename"": ""W4G3"", ""window_start"": 75, ""window_end"": 106, ""distance"": 0.085}}"
35,J2RZ,367,398,127,14,0.1443,0.5,0.33,0.0,0.0,0.33,0.57,0.33,"{""match_0001"": {""filename"": ""4PFM"", ""window_start"": 165, ""window_end"": 196, ""distance"": 0.0}, ""match_0002"": {""filename"": ""4PJR"", ""window_start"": 144, ""window_end"": 175, ""distance"": 0.0}, ""match_0003"": {""filename"": ""6HFK"", ""window_start"": 67, ""window_end"": 98, ""distance"": 0.0}, ""match_0004"": {""filename"": ""CTVZ"", ""window_start"": 189, ""window_end"": 220, ""distance"": 0.0}, ""match_0005"": {""filename"": ""Z64J"", ""window_start"": 47, ""window_end"": 78, ""distance"": 0.0}, ""match_0006"": {""filename"": ""7GZW"", ""window_start"": 152, ""window_end"": 183, ""distance"": 0.08}, ""match_0007"": {""filename"": ""6HFK"", ""window_start"": 117, ""window_end"": 148, ""distance"": 0.08}, ""match_0008"": {""filename"": ""DFVJ"", ""window_start"": 112, ""window_end"": 143, ""distance"": 0.085}, ""match_0009"": {""filename"": ""7W7C"", ""window_start"": 77, ""window_end"": 108, ""distance"": 0.085}, ""match_0010"": {""filename"": ""4PFM"", ""window_start"": 165, ""window_end"": 196, ""distance"": 0.0}}"
